"phenotype","PhecodeString","group","training.n","training.event","training.preid","internal.n","internal.event","internal.preid","external.n","external.event","external.preid","MIMIC_png.n","MIMIC_png.event","MIMIC_png.preid"
"626","Disorders of menstruation and other abnormal bleeding from female genital tract","Genitourinary",166293,406,"1403 (487-2484)",71348,141,"1411 (491-2490)",66025,140,"1689 (752-2812)",29578,142,"934 (356-1537)"
"626.1","Irregular menstrual cycle/bleeding","Genitourinary",166244,282,"1403 (487-2483)",71325,110,"1411 (490-2491)",66005,109,"1687 (752-2811)",29553,116,"934 (356-1536)"
"626.11","Absent or infrequent menstruation","Genitourinary",164666,1076,"1392 (475-2469)",70587,455,"1397 (478-2471)",64968,488,"1666.5 (732-2792)",29593,6,"936 (357-1539)"
"626.12","Excessive or frequent menstruation","Genitourinary",164811,638,"1396 (482-2473)",70713,251,"1403 (484-2482)",65361,260,"1675 (741-2799)",29446,109,"933 (355-1534)"
"626.13","Irregular menstrual cycle","Genitourinary",165338,953,"1395 (479-2474)",70924,404,"1401 (482-2480)",65268,475,"1671 (736-2793.25)",29604,6,"936 (357-1539)"
"626.14","Irregular menstrual bleeding","Genitourinary",164740,1039,"1392 (478-2469)",70702,441,"1399 (481-2475)",65141,564,"1665 (733-2788)",29609,7,"937 (357-1539)"
"626.2","Dysmenorrhea","Genitourinary",164917,726,"1398 (482-2476)",70819,303,"1405 (485-2484)",65391,327,"1680 (742-2803)",29567,32,"936 (356-1538.5)"
"626.8","Infertility, female","Genitourinary",165956,310,"1402 (486-2483)",71179,129,"1410 (489-2487.5)",65817,145,"1685 (750-2807)",29595,5,"937 (357-1539)"
"627.1","Postmenopausal bleeding","Genitourinary",165698,636,"1399 (483-2476.75)",71081,261,"1405 (486-2484)",65603,332,"1678 (746-2801)",29563,34,"936 (357-1538)"
"627.2","Symptomatic menopause","Genitourinary",163407,1505,"1379 (470-2449.5)",70094,610,"1385 (470-2457.75)",63456,979,"1635 (707-2749)",29608,11,"936 (357-1539)"
"627.3","Postmenopausal atrophic vaginitis","Genitourinary",165352,1383,"1392 (479-2468)",70943,554,"1399 (482-2476)",65087,1096,"1655 (725-2779)",29590,21,"936.5 (357-1539)"
"628","Ovarian cyst","Genitourinary",165496,484,"1401 (484-2479)",71008,181,"1406 (488-2485.25)",65622,233,"1681 (746-2804.75)",29369,187,"933 (354-1534)"
"634","Miscarriage; stillbirth","Pregnancy complications",166234,219,"1404 (488-2484)",71325,102,"1410 (490-2490)",66023,116,"1688 (752.5-2811)",29581,46,"935 (356-1538)"
"634.1","Missed abortion/Hydatidiform mole","Pregnancy complications",166323,154,"1404 (488-2484)",71357,54,"1412 (491-2492)",66036,70,"1689 (753-2813)",29601,9,"937 (357-1539)"
"634.3","Ectopic pregnancy","Pregnancy complications",166166,110,"1404 (488-2484)",71300,51,"1411 (491-2491)",66019,47,"1689 (753-2813)",29602,9,"936.5 (357-1539)"
"635.3","Placenta previa and abruptio placenta","Pregnancy complications",166287,87,"1404 (489-2485)",71358,44,"1412 (491-2491)",66041,36,"1690 (754-2813)",29568,76,"936 (356-1538)"
"642","Hypertension complicating pregnancy, childbirth, and the puerperium","Pregnancy complications",166337,69,"1405 (489-2485)",71363,34,"1412 (491-2492)",66026,47,"1689 (754-2813)",29513,142,"934 (356-1535)"
"646","Other complications of pregnancy NEC","Pregnancy complications",165575,1016,"1398 (483-2478)",71039,421,"1405 (487-2483)",65708,373,"1681 (745-2806)",29540,233,"934 (356-1535)"
"647","Infectious and parasitic complications affecting pregnancy","Pregnancy complications",166314,93,"1404 (488-2485)",71356,43,"1412 (491-2491)",66063,49,"1689 (754-2813)",29537,77,"935 (356-1537)"
"647.1","Infections of genitourinary tract during pregnancy","Pregnancy complications",166429,60,"1405 (489-2486)",71408,17,"1413 (492-2493)",66095,16,"1690 (755-2813)",29545,36,"936 (356-1538)"
"671","Venous/cerebrovascular complications embolism in pregnancy and the puerperium","Pregnancy complications",166419,71,"1405 (489-2485)",71405,27,"1412 (492-2493)",66096,32,"1691 (755-2813)",29584,38,"936 (356.75-1538)"
"681","Superficial cellulitis and abscess","Dermatologic",162836,3223,"1384 (472-2462)",69837,1352,"1388 (473-2464)",63519,2009,"1644 (712-2768)",29563,58,"935 (357-1538)"
"681.1","Cellulitis and abscess of fingers/toes","Dermatologic",162697,1999,"1388 (475-2464)",69793,874,"1393 (476-2464)",63708,1311,"1653 (724.75-2777)",29284,305,"931 (354-1529.25)"
"681.2","Cellulitis and abscess of face/neck","Dermatologic",163899,2287,"1391 (477-2470)",70328,979,"1397 (479-2474)",65036,1009,"1661 (731-2788.25)",29427,234,"932 (354-1533)"
"681.3","Cellulitis and abscess of arm/hand","Dermatologic",165378,903,"1400 (486-2480)",70923,383,"1407 (487-2485)",65544,441,"1683 (747-2806)",29116,467,"930 (352-1528.25)"
"681.5","Cellulitis and abscess of leg, except foot","Dermatologic",163141,3025,"1391 (478-2470)",69931,1195,"1398 (479-2473.5)",64425,1442,"1666 (734-2794)",28433,1030,"915 (347-1516)"
"681.6","Cellulitis and abscess of foot, toe","Dermatologic",165635,245,"1404 (488-2483)",71045,109,"1411 (491-2489)",65634,122,"1688 (753-2811)",29198,174,"933 (355-1534)"
"681.7","Cellulitis and abscess of trunk","Dermatologic",165336,1059,"1399 (484-2479)",70965,446,"1406 (486-2485)",65552,521,"1680 (743-2804)",29013,507,"927 (352-1526)"
"686","Other local infections of skin and subcutaneous tissue","Dermatologic",165630,1619,"1394 (481-2474)",71061,648,"1402 (482-2480)",65256,1614,"1656 (726-2785)",29447,212,"934 (354-1535.5)"
"686.1","Carbuncle and furuncle","Dermatologic",163454,2130,"1385 (473-2462)",70117,879,"1393 (474-2464)",63542,1528,"1641 (707-2767)",29589,65,"935 (357-1537)"
"686.5","Pyoderma","Dermatologic",165207,1440,"1393 (480-2472)",70894,572,"1400 (482-2478)",64895,1535,"1655 (725-2780)",29595,22,"937 (357-1539)"
"687.1","Rash and other nonspecific skin eruption","Dermatologic",165915,500,"1403 (486-2482.5)",71181,217,"1408 (490-2487)",65800,344,"1684 (749-2806.25)",28924,721,"923 (350-1519)"
"687.4","Disturbance of skin sensation","Dermatologic",166155,423,"1403 (487-2483)",71289,214,"1409 (490-2489)",65993,224,"1687 (751-2811)",28556,937,"913 (343-1514)"
"689","Disorder of skin and subcutaneous tissue NOS","Dermatologic",165844,879,"1400 (484-2481)",71195,321,"1406 (487-2485)",65722,589,"1675.5 (743-2801)",29412,202,"934 (356-1537)"
"690.1","Seborrheic dermatitis","Dermatologic",164412,1928,"1386 (473-2463.25)",70545,808,"1392 (476-2467)",64057,1704,"1637 (706-2763)",29557,54,"936 (357-1538)"
"694.2","Other dyschromia","Dermatologic",166150,349,"1402 (487-2481)",71286,144,"1409 (489-2488)",65907,171,"1685 (750-2808)",29601,23,"936 (357-1538)"
"694.3","Vascular disorders of skin","Dermatologic",166130,295,"1403 (487-2483)",71283,108,"1410 (490-2489)",65805,350,"1683 (749-2805)",29610,14,"937 (357-1539)"
"695.1","Toxic erythema","Dermatologic",166393,84,"1405 (489-2486)",71396,44,"1413 (491-2493)",66076,56,"1690 (755-2813)",29595,14,"937 (357-1539)"
"695.22","Pemphigus and pemphigoid","Dermatologic",166383,104,"1405 (489-2486)",71383,51,"1413 (492-2493)",66067,80,"1691 (755-2814.5)",29600,17,"937 (357-1539)"
"695.3","Rosacea","Dermatologic",165938,374,"1401 (486-2479)",71173,161,"1407 (488-2487)",65630,331,"1679 (746-2803)",29555,50,"936 (356-1537)"
"695.42","Systemic lupus erythematosus","Dermatologic",165781,247,"1402 (486-2482)",71146,98,"1409 (489-2487)",65581,159,"1684 (749-2806)",29397,66,"934 (355-1537)"
"695.7","Prurigo and Lichen","Dermatologic",160204,2123,"1368 (461-2440)",68741,892,"1376 (463-2447)",60401,1760,"1602 (674-2716)",29572,52,"935 (357-1538)"
"695.8","Other specified erythematous conditions","Dermatologic",163001,6658,"1353 (453-2427)",69907,2751,"1362 (456-2433)",62904,5067,"1561.5 (643-2682)",29533,120,"935 (356-1537)"
"695.9","Unspecified erythematous condition","Dermatologic",164014,3425,"1371.5 (466-2450)",70405,1422,"1380 (469-2455)",63913,2816,"1605 (683-2727)",29507,99,"935 (355.5-1537)"
"696.41","Psoriasis vulgaris","Dermatologic",165917,393,"1402 (486-2482)",71205,144,"1410 (489-2488)",65779,229,"1683 (749-2807)",29322,149,"934 (355-1537)"
"696.42","Psoriatic arthropathy","Dermatologic",166326,89,"1404 (488-2485)",71377,38,"1411 (491-2491)",66005,56,"1689 (753-2813)",29541,29,"936 (357-1538)"
"698","Pruritus and related conditions","Dermatologic",165200,618,"1399 (483-2477)",70881,266,"1405 (485-2483)",65069,430,"1673 (741-2798)",29227,441,"930 (354-1530)"
"700","Corns and callosities","Dermatologic",166302,160,"1404 (488-2483)",71326,98,"1410 (490-2488)",65918,233,"1683 (749-2807)",29595,27,"936 (357-1539)"
"701","Other hypertrophic and atrophic conditions of skin","Dermatologic",166359,75,"1404 (488-2485)",71368,26,"1413 (491-2493)",66014,64,"1688 (752-2811)",29590,38,"936 (357-1538)"
"701.1","Keratoderma, acquired","Dermatologic",165744,537,"1399 (483-2477)",71095,227,"1406 (487-2483)",65204,754,"1662 (730-2787)",29590,19,"936 (357-1538.75)"
"701.2","Scar conditions and fibrosis of skin","Dermatologic",165761,431,"1400 (484-2479)",71105,202,"1406 (485-2486)",65712,125,"1683 (748-2806)",29576,31,"936 (357-1538)"
"702.2","Seborrheic keratosis","Dermatologic",166411,210,"1404 (488-2484)",71384,77,"1412 (491-2490.25)",66063,97,"1689 (753-2811)",29581,52,"937 (357-1539)"
"704","Diseases of hair and hair follicles","Dermatologic",166399,91,"1405 (488-2486)",71402,23,"1413 (491-2493)",66067,50,"1689 (754-2813)",29605,40,"936 (356-1539)"
"704.1","Alopecia","Dermatologic",165980,347,"1401 (485-2481)",71220,137,"1408 (488-2487)",65790,212,"1682 (747-2805.75)",29581,33,"936 (356-1538)"
"704.8","Other specified diseases of hair and hair follicles","Dermatologic",165263,499,"1399 (483-2477)",70898,208,"1404.5 (484-2483)",64937,422,"1669 (736-2792)",29528,43,"935 (356-1537)"
"705","Disorders of sweat glands","Dermatologic",166129,315,"1402 (486-2482)",71288,146,"1409 (488-2488)",65688,435,"1676 (742-2800.25)",29582,19,"937 (357-1539)"
"705.3","Hidradenitis","Dermatologic",166351,79,"1405 (488-2485)",71376,37,"1412 (491-2492)",66038,47,"1689 (754-2813)",29577,26,"936 (356-1538)"
"705.8","Hyperhidrosis","Dermatologic",166442,33,"1405 (489-2486)",71402,17,"1412 (492-2493)",66091,17,"1690 (755-2814)",29462,140,"934 (355-1537)"
"706.1","Acne","Dermatologic",163978,1700,"1388 (473-2467)",70410,730,"1394 (476-2472)",64428,1154,"1651 (716-2779)",29583,30,"936 (357-1538)"
"706.2","Sebaceous cyst","Dermatologic",166052,477,"1402 (486-2482)",71251,188,"1408 (489-2488.5)",65840,227,"1684 (749-2807)",29574,34,"936 (357-1538)"
"706.8","Other specified diseases of sebaceous glands","Dermatologic",165956,1512,"1397 (483-2476)",71224,602,"1402 (486-2481)",65617,1527,"1656 (728-2781)",29595,42,"936 (356-1538)"
"707.1","Decubitus ulcer","Dermatologic",165636,1129,"1408 (491-2488)",71065,496,"1415 (495-2497)",65603,560,"1695 (762-2820)",29049,712,"939 (361-1538)"
"707.2","Chronic ulcer of leg or foot","Dermatologic",165772,480,"1405 (489-2486)",71127,205,"1413 (492-2492)",65813,207,"1692 (755-2816)",28722,606,"931 (355.25-1532)"
"707.3","Chronic ulcer of unspecified site","Dermatologic",166300,157,"1405 (489-2485)",71349,48,"1413 (492-2493)",66026,73,"1690 (754-2814)",29465,186,"935 (356-1537)"
"709.2","Sicca syndrome","Dermatologic",164492,1271,"1390 (478-2469)",70617,503,"1397 (478-2470)",64605,747,"1662 (731-2787)",29541,49,"936 (356-1537)"
"709.3","Systemic sclerosis","Dermatologic",166414,30,"1405 (489-2486)",71395,16,"1413 (491-2493)",66070,23,"1691 (755-2814)",29570,26,"937 (357-1538)"
"709.4","Polymyositis","Dermatologic",166425,30,"1405 (489-2485)",71401,10,"1412 (491-2493)",66072,16,"1691 (755-2814)",29591,6,"936 (357-1539)"
"709.5","Dermatomyositis","Dermatologic",166427,21,"1405 (489-2486)",71399,9,"1413 (492-2493)",66081,12,"1691 (755-2814)",29605,5,"937 (357-1539)"
"709.7","Unspecified diffuse connective tissue disease","Dermatologic",163729,2576,"1385 (472-2464)",70296,1038,"1389.5 (470-2466)",64312,1499,"1650 (715-2776)",29591,13,"936 (357-1539)"
"710.11","Acute osteomyelitis","Musculoskeletal",166291,138,"1405 (488-2485)",71341,82,"1411 (491-2491)",66028,61,"1690.5 (754-2814)",29359,172,"934 (357-1537)"
"710.12","Chronic osteomyelitis","Musculoskeletal",166216,200,"1405 (488-2485)",71308,95,"1411 (490-2491)",65992,86,"1690 (753-2813)",29423,240,"934 (356-1536)"
"710.19","Unspecified osteomyelitis","Musculoskeletal",165904,406,"1404 (487-2485)",71167,191,"1411 (490-2491)",65928,155,"1688 (751-2813)",29239,289,"934 (356-1535)"
"711","Arthropathy associated with infections","Musculoskeletal",166253,54,"1404 (488-2484)",71323,34,"1412 (491-2491)",65965,38,"1689 (753-2813)",29607,7,"937 (357-1539)"
"711.1","Pyogenic arthritis","Musculoskeletal",166342,146,"1405 (489-2485)",71355,71,"1411 (491-2492)",66041,80,"1690 (754-2813)",29406,119,"935 (356-1538)"
"712","Infective connective tissue disorders","Musculoskeletal",166138,276,"1405 (489-2486)",71232,118,"1412 (491-2493)",66001,96,"1689 (754-2813)",29513,68,"936 (356-1539)"
"714","Rheumatoid arthritis and other inflammatory polyarthropathies","Musculoskeletal",166179,591,"1401 (486-2482)",71284,237,"1408 (488-2487.25)",65908,405,"1681 (748-2803)",29566,40,"935 (356-1538)"
"714.1","Rheumatoid arthritis","Musculoskeletal",164309,1131,"1391 (478-2469)",70544,495,"1397.5 (479-2470)",64405,736,"1660 (727-2785)",29095,220,"934 (355-1534)"
"715","Other inflammatory spondylopathies","Musculoskeletal",165669,324,"1401 (486-2480)",71098,133,"1408 (488-2486)",65633,221,"1683 (748-2805)",29601,33,"936 (357-1539)"
"715.1","Sacroiliitis NEC","Musculoskeletal",165464,629,"1399 (483-2477)",70958,263,"1405 (485-2483)",65420,431,"1674 (739-2798)",29585,26,"936 (357-1539)"
"715.2","Ankylosing spondylitis","Musculoskeletal",165352,469,"1399 (483-2478)",70926,194,"1406 (485.25-2486)",65431,265,"1681 (746-2805.5)",29582,22,"936 (357-1538)"
"716","Other arthropathies","Musculoskeletal",166404,102,"1405 (489-2485)",71392,48,"1412 (491-2492)",66077,67,"1689 (754-2813)",29598,71,"935.5 (356-1538)"
"716.9","Arthropathy NOS","Musculoskeletal",165503,318,"1400 (485-2479)",71010,134,"1407 (487-2485)",65481,256,"1679 (747-2801)",28915,187,"932 (353-1535)"
"717","Polymyalgia Rheumatica","Musculoskeletal",166398,60,"1405 (489-2485)",71390,24,"1413 (491-2493)",66051,44,"1689 (754-2813)",29404,84,"936 (356-1538)"
"720","Spinal stenosis","Musculoskeletal",165668,406,"1403 (487-2483)",71090,167,"1409 (490-2489)",65644,191,"1685 (749-2807)",29036,490,"933 (353-1534)"
"720.1","Spinal stenosis of lumbar region","Musculoskeletal",164429,1065,"1401 (487-2480)",70563,447,"1407 (490-2490)",65242,480,"1678 (744-2801)",29143,436,"931 (354-1532)"
"721.1","Spondylosis without myelopathy","Musculoskeletal",151949,7373,"1318 (433-2372)",65108,3129,"1321 (435-2376)",57014,3771,"1536 (622-2645)",28742,570,"927 (353-1526)"
"721.2","Spondylosis with myelopathy","Musculoskeletal",163806,1677,"1390 (478-2466)",70235,715,"1397 (481-2472)",64529,793,"1664 (730-2786)",29451,90,"934 (356-1536)"
"721.8","Other allied disorders of spine","Musculoskeletal",165905,321,"1403 (487-2484)",71167,138,"1410 (490-2490)",65823,138,"1688 (752-2811)",29602,23,"936 (357-1539)"
"722.1","Displacement of intervertebral disc","Musculoskeletal",159321,3050,"1363 (460-2430)",68260,1278,"1367 (460.75-2436)",61891,1624,"1615 (687-2731)",29213,194,"931 (354-1532)"
"722.6","Degeneration of intervertebral disc","Musculoskeletal",165643,557,"1402 (486-2482)",71043,221,"1408 (490-2488)",65699,284,"1685 (749.5-2807)",29321,214,"934 (356-1537)"
"722.7","Intervertebral disc disorder with myelopathy","Musculoskeletal",156352,7145,"1334 (444-2396)",67062,2951,"1341 (445-2401)",60556,3480,"1564 (644-2682.25)",29520,59,"936 (356-1537)"
"722.9","Other and unspecified disc disorder","Musculoskeletal",164829,1261,"1392 (480-2469)",70741,527,"1398 (481-2472)",65055,712,"1667 (735-2788)",29491,83,"936 (357-1538)"
"723","Other disorders of cervical region","Musculoskeletal",166293,382,"1404 (488-2483)",71361,171,"1410 (490-2490)",66049,149,"1688 (752-2811)",29591,39,"936 (356-1538)"
"724.8","Other symptoms referable to back","Musculoskeletal",166280,290,"1404 (488-2484)",71315,121,"1410 (490-2490)",66011,155,"1687 (751-2811)",29527,103,"935 (356-1537)"
"726","Peripheral enthesopathies and allied syndromes","Musculoskeletal",162461,3600,"1365 (465-2437)",69684,1533,"1375 (467-2445)",63362,2106,"1618 (694-2732)",29493,150,"934 (356-1534)"
"726.1","Enthesopathy","Musculoskeletal",163580,2429,"1382 (471-2457)",70162,1057,"1386 (474-2463)",63616,1794,"1631 (699-2748)",29478,164,"934 (356-1533)"
"726.2","Synoviopathy","Musculoskeletal",165890,186,"1401 (485-2480)",71217,71,"1409 (489-2488)",65683,102,"1684 (750-2806)",29590,25,"936 (356-1538)"
"726.3","Bursitis","Musculoskeletal",166212,251,"1403 (487-2483)",71317,118,"1410 (490-2490)",65901,208,"1684 (750-2807)",29556,86,"935 (356-1537)"
"726.4","Calcaneal spur; Exostosis NOS","Musculoskeletal",166391,31,"1405 (489-2486)",71395,13,"1413 (491.5-2493)",66067,26,"1690 (754.5-2813)",29592,17,"936 (356-1539)"
"727","Other disorders of synovium, tendon, and bursa","Musculoskeletal",164161,836,"1393 (478-2470)",70365,361,"1399 (481-2474)",64161,667,"1656 (726-2780)",29597,28,"937 (357-1538)"
"727.1","Synovitis and tenosynovitis","Musculoskeletal",155827,7510,"1329 (438-2389)",66924,3094,"1337 (439-2394)",59928,3734,"1560 (634-2670)",29487,122,"934 (355.5-1535.5)"
"727.4","Ganglion and cyst of synovium, tendon, and bursa","Musculoskeletal",165577,511,"1399 (484-2478)",71072,219,"1406 (486-2483)",65658,274,"1680 (745-2803)",29579,25,"936 (357-1538)"
"727.5","Rupture of synovium","Musculoskeletal",166412,66,"1405 (489-2485)",71387,18,"1413 (491-2493)",66060,30,"1690 (754-2813)",29544,90,"935 (356-1537)"
"727.6","Rupture of tendon, nontraumatic","Musculoskeletal",166042,292,"1403 (487-2484)",71243,102,"1413 (491-2492)",65961,126,"1687 (752-2811)",29596,13,"937 (357-1539)"
"728.7","Fasciitis","Musculoskeletal",153007,4435,"1328 (434-2381)",65581,1859,"1332 (436-2380)",58328,1826,"1571 (648-2683)",29565,52,"935 (356-1537)"
"729","Other disorders of soft tissues","Musculoskeletal",166394,142,"1405 (489-2485)",71391,59,"1412 (491-2492)",66089,55,"1690 (754-2813)",29445,201,"935 (356-1537)"
"729.3","Panniculitis","Musculoskeletal",166451,35,"1405 (489-2486)",71411,11,"1413 (491.5-2493)",66092,23,"1691 (755-2813.25)",29583,26,"936 (357-1538)"
"733","Other disorders of bone and cartilage","Musculoskeletal",163512,2410,"1379 (469-2455)",70156,942,"1386 (470-2463)",64274,1650,"1637 (705.25-2760)",29458,599,"930 (354-1530)"
"733.4","Aseptic necrosis of bone","Musculoskeletal",166016,299,"1404 (489-2484)",71197,135,"1411 (491-2491)",65942,126,"1688 (752.25-2811)",29485,100,"934 (356-1537)"
"733.8","Malunion and nonunion of fracture","Musculoskeletal",165856,215,"1405 (488-2485)",71170,107,"1411 (491-2491)",65872,100,"1687 (753-2810)",29555,67,"935 (356-1537)"
"735","Acquired foot deformities","Musculoskeletal",166398,43,"1405 (489-2486)",71404,21,"1412.5 (491-2492)",66086,19,"1691 (755-2814)",29421,151,"934 (356-1537)"
"735.3","Hallux valgus (Bunion)","Musculoskeletal",165986,290,"1402 (487-2483)",71188,123,"1409.5 (490-2487)",65811,219,"1683 (749-2805)",29594,21,"936 (357-1538)"
"736","Other acquired deformities of limbs","Musculoskeletal",166220,332,"1404 (488-2484)",71294,129,"1411 (491-2490)",65982,160,"1687.5 (752-2811)",29605,10,"937 (357-1539)"
"736.1","Acquired deformities of forearm","Musculoskeletal",166421,22,"1405 (489-2486)",71394,9,"1413 (492-2493)",66093,11,"1691 (755-2814)",29604,11,"937 (357-1539)"
"736.2","Acquired deformities of finger","Musculoskeletal",166232,124,"1404 (488-2484)",71328,56,"1411 (491-2491)",65986,59,"1689 (753-2812)",29611,9,"937 (357-1539)"
"737.1","Kyphosis (acquired)","Musculoskeletal",166358,153,"1405 (488.25-2485)",71365,49,"1412 (492-2492)",66028,85,"1690 (753-2813)",29555,81,"937 (357-1538)"
"737.3","Kyphoscoliosis and scoliosis","Musculoskeletal",164933,764,"1399 (483-2476)",70815,333,"1405 (484-2484)",65127,537,"1674 (738.5-2798)",29435,143,"935 (356-1538)"
"738","Other acquired musculoskeletal deformity","Musculoskeletal",166086,209,"1404 (488-2485)",71236,98,"1411 (491-2492)",65953,55,"1689 (753-2812)",29584,58,"936 (357-1539)"
"738.4","Acquired spondylolisthesis","Musculoskeletal",162945,3791,"1383 (474-2458)",69856,1517,"1387 (474-2466)",64581,1840,"1648 (717-2772)",29505,88,"935 (356-1538)"
"739","Contracture of joint","Musculoskeletal",165634,692,"1399 (482-2476)",71057,327,"1404 (484-2483)",65628,257,"1683 (749-2806)",29577,45,"936 (357-1538)"
"740.1","Osteoarthritis; localized","Musculoskeletal",162104,2052,"1383 (476-2455)",69617,855,"1389 (477-2461)",64036,1001,"1652 (722.75-2779)",28784,362,"925 (351-1526)"
"740.11","Osteoarthrosis, localized, primary","Musculoskeletal",155543,6391,"1343 (450-2404)",66762,2515,"1351 (455-2410)",58873,3418,"1572 (654-2689)",29470,969,"927 (353-1526)"
"740.12","Osteoarthrosis, localized, secondary","Musculoskeletal",166195,310,"1404 (487-2483)",71295,112,"1410 (490-2491)",65934,178,"1687 (751-2810.75)",29605,42,"936 (356-1539)"
"740.2","Osteoarthrosis, generalized","Musculoskeletal",161113,4074,"1370 (469-2439)",69150,1693,"1380 (473-2450)",63030,1852,"1635 (707-2753)",29590,10,"936.5 (357-1539)"
"740.3","Osteoarthrosis involving more than one site, but not specified as generalized","Musculoskeletal",166329,397,"1403 (487-2483)",71363,154,"1410 (490-2489)",66001,299,"1685 (750-2807)",29547,35,"935 (357-1537)"
"740.9","Osteoarthrosis NOS","Musculoskeletal",161620,3538,"1369 (465-2442)",69373,1513,"1373 (466-2441)",62334,2310,"1615 (692-2731)",27591,1195,"909 (343-1511)"
"741","Symptoms and disorders of the joints","Musculoskeletal",165777,406,"1402 (486-2482)",71144,154,"1409 (490-2487)",65746,230,"1683 (749-2805)",29598,25,"936 (356.25-1538.75)"
"741.2","Stiffness of joint","Musculoskeletal",165891,383,"1402 (486-2482)",71178,149,"1409 (488.25-2487)",65768,148,"1684 (749.75-2807)",29584,40,"936 (356-1537.25)"
"741.4","Joint effusions","Musculoskeletal",165772,465,"1402 (486-2481)",71079,163,"1408 (489-2487)",65526,341,"1681 (747-2801)",29432,292,"932 (354-1532)"
"741.5","Hemarthrosis","Musculoskeletal",166266,144,"1405 (488-2485)",71350,59,"1413 (491-2493)",66038,54,"1690 (754-2813)",29579,41,"936 (357-1537)"
"742.2","Pathological, developmental or recurrent dislocation","Musculoskeletal",166295,91,"1405 (489-2485)",71353,34,"1413 (492-2492)",66046,38,"1690 (755-2813)",29580,21,"936 (357-1538)"
"742.9","Other derangement of joint","Musculoskeletal",165695,577,"1403 (486-2483)",71122,195,"1410 (491-2490)",65824,195,"1687 (750-2810)",29583,71,"936 (357-1537)"
"743.11","Osteoporosis NOS","Musculoskeletal",161616,3109,"1384 (475-2458)",69322,1274,"1387 (474-2462)",62958,1655,"1648 (718-2771)",27956,889,"924.5 (353-1525)"
"743.2","Pathologic fracture","Musculoskeletal",165379,1825,"1399 (483.5-2478)",71016,726,"1405 (486-2485)",65628,806,"1679 (747-2801)",29389,377,"934 (357-1535)"
"743.21","Pathologic fracture of vertebrae","Musculoskeletal",165626,845,"1403 (488-2484)",71047,360,"1410 (490-2489)",65715,380,"1689 (753-2813)",29310,226,"936 (359-1539)"
"743.4","Stress fracture","Musculoskeletal",165692,703,"1405 (489-2485)",71082,273,"1412 (491-2493)",65914,242,"1689 (752-2811)",29599,23,"936 (357-1539)"
"743.9","Osteopenia or other disorder of bone and cartilage","Musculoskeletal",166156,83,"1404 (488-2484)",71291,39,"1411 (491-2490.5)",65879,59,"1687 (752-2811)",28758,198,"932 (355-1529)"
"745","Pain in joint","Musculoskeletal",161769,2593,"1373 (467-2447)",69375,1124,"1380 (468-2451)",62619,1767,"1625 (699-2746)",27244,2904,"857 (323-1457)"
"747","Cardiac and circulatory congenital anomalies","Congenital anomalies",166467,21,"1405 (489-2486)",71413,6,"1413 (492-2493)",66110,11,"1691 (755-2814)",29591,30,"936 (357-1538)"
"747.1","Cardiac congenital anomalies","Congenital anomalies",166074,632,"1402 (485-2483)",71260,284,"1408 (487-2489)",65963,254,"1686 (749-2810)",29570,25,"936 (357-1539)"
"747.11","Cardiac shunt/ heart septal defect","Congenital anomalies",166302,69,"1405 (489-2485)",71344,25,"1412 (491-2492)",66053,25,"1690 (755-2814)",29371,147,"935 (357-1537)"
"747.13","Congenital anomalies of great vessels","Congenital anomalies",166425,59,"1405 (489-2486)",71398,19,"1413 (492-2493)",66077,29,"1691 (755-2814)",29593,23,"936 (357-1539)"
"747.2","Congenital anomalies of peripheral vascular system","Congenital anomalies",165959,111,"1405 (489-2484)",71216,50,"1412 (492-2492)",65987,48,"1690 (755-2813)",29537,98,"935 (356-1537)"
"749","Congenital anomalies of face and neck","Congenital anomalies",166346,61,"1405 (488-2486)",71379,37,"1413 (491-2493)",66063,44,"1690 (753.5-2813)",29598,7,"937 (357-1539)"
"750.22","Congenital anomaly of gallbladder, bile ducts, liver, pancreas","Congenital anomalies",166358,165,"1405 (488-2485)",71347,55,"1412 (491-2493)",66061,84,"1689 (754-2813)",29549,25,"936 (357-1539)"
"751.12","Congenital anomalies of male genital organs","Congenital anomalies",166371,28,"1405 (489-2486)",71389,9,"1413 (491-2493)",66067,20,"1691 (755-2814)",29605,10,"937 (357-1539)"
"751.2","Congenital anomalies of urinary system","Congenital anomalies",166432,31,"1405 (489-2486)",71404,17,"1412 (491-2493)",66090,21,"1690 (755-2813.75)",29600,8,"936.5 (357-1539)"
"751.21","Cystic kidney disease","Congenital anomalies",166132,241,"1404 (488-2484)",71273,96,"1411 (490-2491)",65922,141,"1687 (752-2811)",29476,59,"935 (356-1537)"
"752.2","Other specified congenital anomalies of nervous system","Congenital anomalies",166451,17,"1405 (489-2486)",71415,6,"1413 (492-2493)",66101,19,"1691 (755-2814)",29584,49,"936 (357-1538.25)"
"754.2","Spondylolisthesis, congenital","Congenital anomalies",163818,684,"1395 (482-2472)",70279,271,"1400 (484-2477)",64711,416,"1667 (735-2788)",29565,14,"936 (356-1538)"
"756.5","Congenital osteodystrophies","Congenital anomalies",165981,830,"1399 (484-2477)",71219,337,"1406 (486-2485)",65900,348,"1681 (747-2806)",29597,56,"936 (357-1538)"
