"phenotype","PhecodeString","group","training.case","training.ctrl","internal.case","internal.ctrl","external.case","external.ctrl","MIMIC_png.case","MIMIC_png.ctrl"
"740.12","Osteoarthrosis, localized, secondary","Musculoskeletal",140,212378,64,90771,45,79593,7,60266
"740.2","Osteoarthrosis, generalized","Musculoskeletal",868,206704,367,88388,242,76464,8,60244
"740.3","Osteoarthrosis involving more than one site, but not specified as generalized","Musculoskeletal",30,212556,12,90840,18,79663,32,60181
"740.9","Osteoarthrosis NOS","Musculoskeletal",509,207367,236,88655,235,75749,1347,56992
"741","Symptoms and disorders of the joints","Musculoskeletal",190,211911,80,90589,53,79389,15,60253
"741.2","Stiffness of joint","Musculoskeletal",184,212049,70,90632,37,79415,18,60235
"741.4","Joint effusions","Musculoskeletal",168,211914,88,90535,86,79158,118,59994
"741.5","Hemarthrosis","Musculoskeletal",75,212477,26,90829,16,79705,20,60221
"742.2","Pathological, developmental or recurrent dislocation","Musculoskeletal",67,212512,32,90830,23,79711,13,60224
"742.9","Other derangement of joint","Musculoskeletal",335,211809,123,90568,86,79479,18,60230
"743.11","Osteoporosis NOS","Musculoskeletal",1057,207142,438,88522,319,76364,1238,57338
"743.2","Pathologic fracture","Musculoskeletal",554,211419,189,90435,131,79251,218,59851
"743.21","Pathologic fracture of vertebrae","Musculoskeletal",494,211649,204,90436,125,79342,247,59705
"743.4","Stress fracture","Musculoskeletal",568,211806,234,90521,111,79560,9,60262
"743.9","Osteopenia or other disorder of bone and cartilage","Musculoskeletal",34,212363,17,90760,14,79538,498,58909
"745","Pain in joint","Musculoskeletal",581,207475,237,88650,284,76029,1473,56575
"747","Cardiac and circulatory congenital anomalies","Congenital anomalies",10,212701,6,90899,5,79777,19,60247
"747.1","Cardiac congenital anomalies","Congenital anomalies",320,212236,134,90711,90,79624,39,60205
"747.11","Cardiac shunt/ heart septal defect","Congenital anomalies",82,212511,38,90810,12,79716,233,59836
"747.13","Congenital anomalies of great vessels","Congenital anomalies",30,212645,12,90878,16,79743,19,60241
"747.2","Congenital anomalies of peripheral vascular system","Congenital anomalies",285,212073,123,90656,52,79639,96,60132
"749","Congenital anomalies of face and neck","Congenital anomalies",60,212556,23,90852,20,79724,13,60259
"750.22","Congenital anomaly of gallbladder, bile ducts, liver, pancreas","Congenital anomalies",68,212580,38,90821,27,79726,43,60182
"751.12","Congenital anomalies of male genital organs","Congenital anomalies",34,212583,14,90863,15,79730,13,60258
"751.2","Congenital anomalies of urinary system","Congenital anomalies",23,212662,6,90890,9,79756,8,60260
"751.21","Cystic kidney disease","Congenital anomalies",147,212308,57,90731,52,79564,111,60033
"752.2","Other specified congenital anomalies of nervous system","Congenital anomalies",12,212684,7,90900,5,79771,41,60222
"754.2","Spondylolisthesis, congenital","Congenital anomalies",327,209783,149,89641,90,78288,29,60202
"756.5","Congenital osteodystrophies","Congenital anomalies",77,212159,36,90674,21,79561,22,60252
"759","Other and unspecified congenital anomalies","Congenital anomalies",34,212362,16,90739,10,79585,27,60205
"760","Back pain","Symptoms",1422,201740,630,86183,592,72761,2367,54765
"761","Cervicalgia","Symptoms",30,212474,14,90804,12,79622,626,58945
"763","Thoracic or lumbosacral neuritis or radiculitis, unspecified","Symptoms",1425,210534,591,89984,298,79105,142,59993
"764","Sciatica","Symptoms",408,210038,158,89748,125,78288,192,59727
"765","Cervical radiculitis","Symptoms",621,211622,270,90443,157,79431,97,60088
"766","Neuralgia, neuritis, and radiculitis NOS","Symptoms",971,206537,400,88334,254,76621,45,60182
"770","Myalgia and myositis unspecified","Symptoms",2330,198517,921,84883,846,71079,668,58802
"771","Musculoskeletal symptoms referable to limbs","Symptoms",28,212297,9,90739,22,79510,738,58955
"771.1","Swelling of limb","Symptoms",44,212573,21,90823,11,79700,492,59049
"771.2","Cramp of limb","Symptoms",84,211638,28,90493,51,78651,32,60152
"772","Symptoms of the muscles","Symptoms",119,210854,62,90055,53,78722,71,60109
"772.1","Muscular wasting and disuse atrophy","Symptoms",66,212393,26,90789,26,79524,20,60252
"772.2","Spasm of muscle","Symptoms",1345,200775,612,85773,459,73033,109,60009
"772.3","Muscle weakness","Symptoms",48,212628,14,90885,12,79749,172,59886
"772.4","Rhabdomyolysis","Symptoms",221,212429,70,90812,43,79719,366,59737
"780","Hypothermia/Chills","Symptoms",102,212547,56,90823,54,79677,206,59898
"781","Symptoms involving nervous and musculoskeletal systems","Symptoms",45,212529,26,90822,16,79704,64,60186
"782.3","Edema","Symptoms",1197,208462,501,89189,568,77118,829,58523
"783","Fever of unknown origin","Symptoms",14026,184817,6022,79155,6471,65240,3231,54980
"785","Abdominal pain","Symptoms",11334,176958,4841,75660,3788,63127,4081,51519
"788","Syncope and collapse","Symptoms",2382,207664,942,88861,690,77793,2215,56215
"789","Nausea and vomiting","Symptoms",2178,205919,906,88092,1193,75744,2788,54234
"790","Nonspecific findings on examination of blood","Symptoms",245,212327,94,90742,77,79606,131,60059
"790.6","Other abnormal blood chemistry","Symptoms",1216,210014,511,89752,531,78131,294,59690
"790.8","Elevated C-reactive protein (CRP)","Symptoms",57,212652,33,90867,43,79713,8,60265
"791","Gangrene","Symptoms",146,212425,73,90777,39,79662,86,60070
"796","Elevated prostate specific antigen [PSA]","Genitourinary",466,211565,213,90418,235,79116,43,60179
"797","Shock","Symptoms",7084,202203,3058,86401,1421,77345,561,59555
"797.1","Cardiogenic shock","Symptoms",382,212212,160,90701,68,79656,496,59638
"798","Malaise and fatigue","Symptoms",3134,206556,1311,88253,999,76733,2301,56310
"798.1","Chronic fatigue syndrome","Symptoms",56,212431,30,90790,52,79510,19,60233
"800","Fracture of lower limb","Injuries & poisonings",374,212063,163,90615,53,79642,95,60143
"800.1","Fracture of neck of femur","Injuries & poisonings",947,210587,381,90000,244,78940,352,59554
"800.2","Fracture of unspecified part of femur","Injuries & poisonings",788,211080,301,90267,145,79310,272,59878
"800.3","Fracture of tibia and fibula","Injuries & poisonings",874,210621,365,90028,120,79213,280,59858
"800.4","Fracture of patella","Injuries & poisonings",315,211897,152,90545,59,79502,76,60152
"801","Fracture of ankle and foot","Injuries & poisonings",691,210761,333,90054,119,79037,122,59984
"801.1","Fracture of foot","Injuries & poisonings",229,211886,107,90544,46,79487,185,59882
"802","Fracture of pelvis","Injuries & poisonings",313,212080,123,90663,51,79631,280,59868
"803","Fracture of upper limb","Injuries & poisonings",346,212067,138,90647,50,79648,28,60213
"803.1","Fracture of humerus","Injuries & poisonings",599,211346,267,90315,126,79267,230,59855
"803.2","Fracture of radius and ulna","Injuries & poisonings",1364,209532,573,89531,234,78806,287,59783
"803.21","Colles' fracture","Injuries & poisonings",56,212514,27,90826,17,79674,9,60259
"803.3","Fracture of clavicle or scapula","Injuries & poisonings",774,211160,328,90240,116,79420,288,59902
"804","Fracture of hand or wrist","Injuries & poisonings",1058,210290,458,89840,214,78989,155,59980
"805","Fracture of vertebral column without mention of spinal cord injury","Injuries & poisonings",1174,209009,467,89340,242,78058,874,58974
"807","Fracture of ribs","Injuries & poisonings",1297,210283,523,89919,277,78999,1073,58867
"809","Fracture of unspecified bones","Injuries & poisonings",561,211639,233,90408,94,79432,180,59982
"816","Cerebral laceration and contusion","Injuries & poisonings",303,211729,132,90477,76,79329,108,60141
"817","Concussion","Injuries & poisonings",1641,207084,691,88545,417,77708,119,60067
"818","Intracranial hemorrhage (injury)","Injuries & poisonings",931,211218,391,90282,191,79297,474,59739
"818.1","Subdural hemorrhage (injury)","Injuries & poisonings",239,212081,86,90653,86,79436,380,59735
"819","Skull and face fracture and other intercranial injury","Injuries & poisonings",1063,210830,455,90098,143,79332,960,58896
"830","Dislocation","Injuries & poisonings",620,211221,289,90283,140,79287,177,59950
"835","Internal derangement of knee","Injuries & poisonings",998,207779,406,88920,208,77747,18,60225
"836","Traumatic arthropathy","Injuries & poisonings",25,212639,15,90864,7,79723,7,60256
"840","Sprains and strains","Injuries & poisonings",912,207070,386,88562,291,76392,231,59487
"840.2","Rotator cuff (capsule) sprain","Injuries & poisonings",34,212417,16,90780,14,79605,19,60207
"840.3","Joint/ligament sprain","Injuries & poisonings",824,209454,379,89490,239,78055,72,60163
"841","Sprains and strains of back and neck","Injuries & poisonings",247,209842,127,89652,96,77832,207,59617
"842","Other sprains and strains","Injuries & poisonings",122,212016,40,90600,64,79088,42,60181
"850","Hemorrhage or hematoma complicating a procedure","Injuries & poisonings",178,212363,75,90757,59,79603,742,58510
"851","Complications of transplants and reattached limbs","Injuries & poisonings",430,211911,176,90573,124,79467,1009,58648
"853","Complication of colostomy or enterostomy","Injuries & poisonings",14,212684,7,90896,6,79772,76,60075
"854","Complications of cardiac/vascular device, implant, and graft","Injuries & poisonings",391,211813,195,90485,113,79455,701,58729
"857","Mechanical complication of unspecified genitourinary device, implant, and graft","Injuries & poisonings",31,212645,14,90884,13,79729,108,59992
"858","Complication of internal orthopedic device","Injuries & poisonings",289,212196,126,90705,70,79573,227,59816
"859","Complication due to other implant and internal device","Injuries & poisonings",168,212466,62,90803,40,79675,276,59697
"860","Bone marrow or stem cell transplant","Neoplasms",16,212681,5,90898,7,79768,46,60077
"870","Open wounds of head; neck; and trunk","Injuries & poisonings",193,211401,71,90392,66,78761,121,60110
"870.1","Open wound or laceration of eye or eyelid","Injuries & poisonings",156,212300,60,90717,8,79590,89,60163
"870.3","Other open wound of head and face","Injuries & poisonings",974,209034,413,89315,223,78474,664,59109
"870.5","Open wound of lip and mouth","Injuries & poisonings",278,212035,110,90631,37,79599,151,60012
"870.6","Open wound of neck","Injuries & poisonings",42,212652,15,90883,5,79762,46,60224
"870.8","Open wound of genital organs","Injuries & poisonings",40,212579,8,90857,7,79732,8,60265
"871","Open wounds of extremities","Injuries & poisonings",882,209262,418,89454,170,78478,296,59668
"871.1","Open wound of hand except finger(s)","Injuries & poisonings",285,211354,142,90332,66,79256,63,60111
"871.2","Open wound of finger(s)","Injuries & poisonings",527,210375,239,89930,98,78745,71,60004
"871.3","Open wound of foot except toe(s) alone","Injuries & poisonings",250,211647,98,90438,55,79294,19,60225
"871.4","Open wound of toe(s)","Injuries & poisonings",87,212234,30,90719,19,79522,19,60229
"872","Traumatic amputation","Injuries & poisonings",156,212465,68,90815,13,79743,18,60260
"907","Injuries to the nervous system","Injuries & poisonings",304,211791,117,90484,43,79422,89,60132
"912","Insect bite","Injuries & poisonings",40,211858,17,90534,32,78988,20,60198
"913","Toxic effect of venom","Injuries & poisonings",82,212101,42,90617,25,79365,8,60262
"916","Contusion","Injuries & poisonings",6130,189521,2546,81062,1675,70254,1220,57806
"930","Allergic reaction to food","Injuries & poisonings",76,212529,27,90827,12,79717,60,60132
"938","Dermatitis due to solar radiation","Dermatologic",17,212598,10,90850,5,79709,10,60258
"939","Atopic/contact dermatitis due to other or unspecified","Dermatologic",924,201403,429,86124,438,70976,648,58745
"941","Adverse reaction to serum or vaccine","Injuries & poisonings",96,212598,42,90857,55,79716,11,60254
"942","Infusion and transfusion reaction","Injuries & poisonings",23,212683,6,90904,9,79776,65,60128
"946","Anaphylactic shock NOS","Injuries & poisonings",22,212655,12,90879,5,79760,58,60103
"947","Urticaria","Dermatologic",1082,205439,475,87908,444,75548,90,60038
"949","Allergies, other","Injuries & poisonings",241,211286,122,90267,111,78887,149,59905
"952","Spinal cord injury without evidence of spinal bone injury","Injuries & poisonings",206,212251,86,90698,37,79620,61,60193
"958","Certain early complications of trauma or procedure","Injuries & poisonings",111,212546,44,90853,16,79739,182,60012
"960","Poisoning by antibiotics","Injuries & poisonings",22,212686,8,90894,6,79771,300,59572
"960.1","Adverse effects of antibacterials (not penicillins)","Injuries & poisonings",95,212570,30,90862,30,79722,305,59764
"962.3","Hormones and synthetic substitutes causing adverse effects in therapeutic use","Injuries & poisonings",61,212502,33,90815,25,79695,205,59968
"963.1","Antineoplastic and immunosuppressive drugs causing adverse effects","Injuries & poisonings",199,212091,82,90628,74,79525,695,58556
"964.1","Anticoagulants causing adverse effects","Injuries & poisonings",46,212630,21,90876,16,79743,725,58851
"965","Poisoning by analgesics, antipyretics, and antirheumatics","Injuries & poisonings",36,212664,20,90880,6,79769,272,59682
"967","Adverse effects of sedatives or other central nervous system depressants and anesthetics","Injuries & poisonings",17,212668,13,90881,8,79759,358,59518
"969","Poisoning by psychotropic agents","Injuries & poisonings",72,212545,38,90832,23,79734,542,59208
"979","Adverse drug events and drug allergies","Injuries & poisonings",457,211659,210,90440,150,79280,960,58650
"989","Toxic effect of other substances, chiefly nonmedicinal as to source","Injuries & poisonings",58,212612,33,90861,10,79765,18,60247
"990","Effects radiation NOS","Injuries & poisonings",201,211432,74,90392,70,79038,1002,58288
"994.1","Systemic inflammatory response syndrome (SIRS)","Injuries & poisonings",149,212486,53,90815,35,79719,170,60037
"994.2","Sepsis","Injuries & poisonings",10629,196223,4699,83687,2774,74622,3143,55745
"994.21","Septic shock","Injuries & poisonings",1497,210838,640,90111,385,79231,1461,58353
